id;Firstname;Lastname;Adress;RegistrationDate;Revenue;States
2759;Ronald;Madison;124th;29/09/2004;52902;ND
2760;Millard;Jackson;Hutchinson Rd;27/12/1999;25103;WY
2761;Ulysses;Reagan;Burnett Road;06/05/2001;67764;OR
2762;Rutherford;Hayes;Milpas Street;07/03/2004;44527;MS
2763;Herbert;Kennedy;Santa Ana Freeway;09/11/1998;62616;NH
2764;Herbert;Quincy Adams;Redwood Highway;12/08/2000;37279;HI
2765;John;Grant;Tully Road East;27/05/2000;98792;NV
2766;Thomas;Roosevelt;Camelback Rd;17/11/1998;33527;NJ
2767;Zachary;Harding;South Roosevelt Drive;19/05/2002;45673;ND
2768;Ulysses;Wilson;South Highway;12/03/1999;41141;CT
2769;Bill;Coolidge;East Main Street;22/10/2001;80274;WV
2770;Abraham;Harrison;North Broadway Street;22/07/2002;10859;AK
2771;Andrew;Roosevelt;Timberlane Drive;19/04/2000;28056;NJ
2772;Dwight;Hoover;Tully Road East;14/07/1999;82757;MI
2773;Grover;Harding;Carpinteria North;25/08/2004;65000;NC
2774;Andrew;Hayes;Cerrillos Road;26/08/2000;33928;NJ
2775;Lyndon;Grant;San Diego Freeway;29/01/2006;80925;GA
2776;Abraham;Eisenhower;Corona Del Mar;19/06/2000;87437;MS
2777;Richard;Kennedy;Newbury Road;24/01/2001;44063;NY
2778;Richard;Arthur;Tanger Blvd;08/03/2001;22505;IA
2779;Zachary;Fillmore;North Broadway Street;27/10/1999;16872;NM
2780;Martin;Hayes;Moreno Drive;22/12/2005;95971;AL
2781;James;Wilson;Harbor Dr;18/05/2004;93109;IN
2782;Theodore;Ford;N Kentwood;18/11/1999;84974;AR
2783;Zachary;Kennedy;Erringer Road;07/05/2001;76154;WY
2784;Richard;Jackson;Woodson Rd.;29/04/1999;50897;WA
2785;Martin;Reagan;Katella Avenue;20/03/2005;68579;LA
2786;Chester;Lincoln;Harbor Dr;24/04/1999;34576;CT
2787;Franklin;Hayes;North Erringer Road;16/05/1999;82966;WI
2788;George;Polk;Carpinteria North;04/03/1998;32733;IL
2789;Theodore;Fillmore;North Preisker Lane;24/08/1999;23972;IL
2790;Zachary;Arthur;Bowles Avenue;02/01/2001;75674;SD
2791;Harry;Clinton;North Preisker Lane;02/08/2006;41665;IA
2792;Martin;Taft;Greenwood Road;12/09/2001;46241;AL
2793;Lyndon;Roosevelt;East Main Street;12/04/1999;86081;HI
2794;James;Garfield;Richmond Hill;02/08/2006;49993;KY
2795;Theodore;Harding;Newbury Road;23/10/2006;13045;ME
2796;Andrew;Lincoln;East 1st Street;29/09/2000;76668;MO
2797;Ulysses;Monroe;Jones Road;29/05/2005;61251;WI
2798;Rutherford;Carter;E Fowler Avenue;20/11/2000;32865;MO
2799;Abraham;Truman;French Camp Turnpike Road;10/02/2001;80574;IL
2800;Grover;Eisenhower;Santa Rosa North;01/12/2005;56000;MO
2801;Bill;Harrison;North Ventu Park Road;24/02/2001;31635;MT
2802;Andrew;Reagan;Jones Road;29/01/1998;29492;VT
2803;Rutherford;Johnson;Monroe Street;30/11/1999;46639;AZ
2804;Zachary;Johnson;Pacific Hwy S;25/09/2003;99212;NH
2805;Gerald;Hoover;Erringer Road;15/07/2006;51429;NH
2806;Lyndon;Coolidge;San Simeon;14/10/2006;31184;SC
2807;John;Reagan;Carpinteria South;20/02/2006;28811;WY
2808;Herbert;Jackson;Cerrillos Road;21/09/2002;20519;AR
2809;Chester;Coolidge;San Ysidro Blvd;31/08/1998;23128;ID
2810;Thomas;Clinton;Moreno Drive;29/03/2004;71620;NE
2811;Zachary;Adams;Carpinteria North;06/05/1998;66080;CT
2812;William;Harding;Via Real;30/07/1998;19621;UT
2813;Grover;Lincoln;Apalachee Parkway;21/10/2002;23787;ME
2814;Thomas;Roosevelt;Woodson Rd.;16/05/2000;13087;NY
2815;John;Hoover;Carpinteria North;20/10/2003;85119;AR
2816;Ulysses;Hoover;East 1st Street;03/04/2002;17954;VT
2817;Dwight;Buchanan;Tanger Blvd;18/07/2003;91258;HI
2818;Woodrow;Harrison;Richmond Hill;15/12/2002;52737;CA
2819;Franklin;Buchanan;East Calle Primera;05/09/2000;46518;WY
2820;Thomas;Garfield;Pacific Hwy S;13/02/2005;74951;CA
2821;Zachary;Carter;Bowles Avenue;22/11/1999;10433;NE
2822;Bill;Garfield;15th;20/09/2000;58837;KY
2823;Richard;Van Buren;Castillo Drive;15/02/2000;91055;GA
2824;Grover;Van Buren;15th;25/01/1998;84279;PA
2825;Ulysses;Truman;N Kentwood;02/06/2006;89525;OH
2826;Theodore;Grant;Padre Boulevard;29/06/2000;77014;TN
2827;Theodore;Fillmore;Camelback Rd;29/05/2002;55917;TN
2828;Bill;Clinton;Tully Road East;18/08/1999;10085;FL
2829;Herbert;Roosevelt;Woodson Rd.;20/05/2000;46282;VT
2830;Martin;Polk;Grandview Drive;22/04/2001;26512;WA
2831;Franklin;Garfield;East Calle Primera;17/01/1998;70983;NH
2832;Woodrow;Harding;Castillo Drive;12/02/2003;33266;SD
2833;Andrew;Lincoln;Carpinteria Avenue;02/11/2003;54258;MN
2834;Richard;Jefferson;San Marcos;15/07/2004;26438;MT
2835;Lyndon;Johnson;South Highway;01/12/2004;75048;MT
2836;Chester;Harrison;Newbury Road;30/09/2004;67706;NJ
2837;Jimmy;Reagan;Richmond Hill;09/10/2003;79058;VA
2838;Harry;Hoover;Castillo Drive;08/01/2006;92011;AL
2839;John;Buchanan;Via Real;29/05/2006;52086;AL
2840;Calvin;Pierce;Hutchinson Rd;06/10/2004;86517;NJ
2841;Lyndon;Eisenhower;Bailard Avenue;27/03/1998;24587;NH
2842;Ulysses;Grant;Apalachee Parkway;08/03/2006;10807;TX
2843;Richard;Jefferson;San Luis Obispo North;05/07/2006;87498;AK
2844;Martin;Grant;Redwood Highway;24/07/1999;88314;ME
2845;Andrew;Nixon;Apalachee Parkway;15/06/2006;59301;MT
2846;Abraham;Johnson;North Erringer Road;28/02/2002;29028;NH
2847;Abraham;Van Buren;North Preisker Lane;19/12/2003;64358;FL
2848;Herbert;Roosevelt;Santa Ana Freeway;15/10/2000;63438;SD
2849;Harry;Coolidge;East 1st Street;19/12/2006;42459;MI
2850;Herbert;Nixon;South Highway;03/12/2006;97729;NC
2851;Ronald;Hayes;S Rustle St;21/05/2002;79665;FL
2852;Jimmy;Washington;Via Real;10/07/2000;50224;RI
2853;Chester;Reagan;Tully Road East;28/09/2001;30366;KY
2854;Martin;Cleveland;El Camino Real;01/06/2005;19083;NY
2855;Zachary;Taylor;Burnett Road;17/05/2002;50600;NY
2856;Jimmy;Garfield;Camelback Rd;11/05/1999;11244;NH
2857;Zachary;Monroe;Monroe Street;19/04/1999;62630;IN
2858;Woodrow;Arthur;Carpinteria South;30/08/2000;42627;IL
2859;Calvin;Taylor;North Ventu Park Road;27/08/2002;40762;WY
2860;Bill;Madison;South Roosevelt Drive;12/07/1998;69563;MS
2861;Warren;Pierce;Steele Lane;02/11/2006;38413;WA
2862;James;Van Buren;North Broadway Street;25/11/2005;21505;NC
2863;Theodore;Taylor;North Preisker Lane;12/03/2001;46431;NE
2864;Warren;Roosevelt;Grandview Drive;19/01/2001;24971;AZ
2865;Rutherford;Coolidge;Westside Freeway;18/05/2004;42673;MT
2866;Thomas;Carter;Tanger Blvd;16/09/2000;98734;GA
2867;Thomas;Grant;San Diego Freeway;01/05/2005;52811;AR
2868;Woodrow;Quincy Adams;Jean de la Fontaine;07/11/2003;40264;IN
2869;Benjamin;Washington;Fontaine Road;13/11/1999;42421;NC
2870;George;Pierce;Burnett Road;15/02/2004;43437;GA
2871;Calvin;Wilson;Richmond Hill;23/11/2005;90283;ME
2872;Andrew;Harrison;120th;13/11/1998;67464;AK
2873;Harry;Clinton;Corona Del Mar;17/04/2003;32969;FL
2874;Harry;Fillmore;Erringer Road;10/10/2003;27100;TX
2875;Zachary;Reagan;Steele Lane;04/05/2005;20651;NJ
2876;Grover;Quincy Adams;E Fowler Avenue;11/03/2001;84084;CO
2877;George;Monroe;Bowles Avenue;05/11/2000;94180;MT
2878;Ronald;Fillmore;Santa Rosa North;01/01/2002;49828;MA
2879;Richard;Fillmore;Bayshore Freeway;09/11/2000;43398;FL
2880;William;Lincoln;Fontaine Road;11/03/2005;59375;ND
2881;Franklin;Garfield;Westside Freeway;04/01/2001;86718;FL
2882;Theodore;Wilson;Jean de la Fontaine;26/12/1998;86583;NE
2883;Calvin;Harrison;Calle Real;05/07/2003;31931;PA
2884;Ronald;Harrison;Via Real;22/08/2003;10579;MN
2885;Ulysses;Lincoln;Lake Tahoe Blvd.;17/09/1999;68294;CT
2886;James;Wilson;South Highway;11/11/2002;53445;ID
2887;Chester;Buchanan;East Calle Primera;10/05/2003;39830;AK
2888;Franklin;Quincy Adams;Bailard Avenue;30/10/2006;59175;MI
2889;Theodore;Harrison;E Fowler Avenue;02/06/1999;79923;VA
2890;Warren;Taylor;Greenwood Road;12/11/2003;43857;WV
2891;Benjamin;Arthur;Tanger Blvd;27/07/2006;87111;MT
2892;Woodrow;Roosevelt;Richmond Hill;16/09/1998;37131;CO
2893;George;Pierce;Bowles Avenue;17/04/2001;22172;SD
2894;Woodrow;Cleveland;Katella Avenue;08/06/2002;24872;VT
2895;Andrew;Johnson;Bayshore Freeway;30/07/2000;36449;SD
2896;Zachary;McKinley;Fairview Avenue;28/12/2000;83147;MT
2897;Ronald;Washington;Santa Rosa North;19/04/2006;71408;CT
2898;Ulysses;Kennedy;Richmond Hill;08/05/2001;73408;MO
2899;Franklin;Taft;Monroe Street;02/03/2000;99465;PA
2900;Ulysses;Buchanan;Lake Tahoe Blvd.;20/04/2002;68923;AL
2901;Thomas;Hayes;San Marcos;04/05/1998;16048;WV
2902;Jimmy;Johnson;North Erringer Road;08/11/2006;72493;KS
2903;John;Taylor;North Ventu Park Road;16/08/2003;82936;VT
2904;John;Buchanan;Jones Road;13/04/2004;15386;SD
2905;Ronald;Roosevelt;North Erringer Road;11/05/1999;32807;CA
2906;Jimmy;Carter;Steele Lane;12/10/2002;37529;WV
2907;Herbert;Taft;N Harrison St;06/11/2002;75078;WY
2908;Harry;Monroe;Harbor Dr;26/09/2004;58958;VA
2909;John;Ford;East Fry Blvd.;29/06/1998;22955;OK
2910;Thomas;Adams;French Camp Turnpike Road;01/09/2005;82518;ID
2911;George;Eisenhower;Corona Del Mar;27/06/2002;51778;HI
2912;Harry;Van Buren;Bowles Avenue;25/09/1998;57796;MO
2913;Jimmy;Eisenhower;15th;10/03/1998;28564;CO
2914;Rutherford;Quincy Adams;N Kentwood;25/11/2002;26331;MA
2915;Ronald;Roosevelt;Bayshore Freeway;23/01/2003;22851;SC
2916;Franklin;Hoover;Cleveland Ave.;27/09/2006;98050;TN
2917;Woodrow;Hoover;Milpas Street;24/04/2006;18750;TN
2918;Dwight;Harrison;Bayshore Freeway;28/10/1998;78959;WV
2919;Richard;Grant;Carpinteria North;29/01/2002;88283;NC
2920;Dwight;Hoover;N Kentwood;05/10/2003;10098;NM
2921;James;Fillmore;East Main Street;19/04/2001;35939;NJ
2922;Theodore;Garfield;Bailard Avenue;11/11/2006;87742;CO
2923;Dwight;Arthur;Calle Real;03/03/2004;44494;OR
2924;Benjamin;Wilson;N Harrison St;09/06/2001;54821;SD
2925;George;Polk;W. Russell St.;04/04/2005;72098;GA
2926;Dwight;Johnson;Woodson Rd.;02/09/2005;43643;NH
2927;Andrew;Ford;Monroe Street;17/03/2004;70571;VT
2928;Herbert;Arthur;Lawrenceville Suwanee;13/03/2004;79824;TN
2929;Theodore;Johnson;Via Real;09/02/2004;34999;CO
2930;Ronald;Coolidge;N Harrison St;26/03/2003;47488;NV
2931;George;Hoover;Carpinteria Avenue;10/06/2006;64533;MN
2932;William;Clinton;Katella Avenue;14/05/2001;25710;LA
2933;William;Tyler;Woodson Rd.;13/09/2002;74471;MS
2934;Theodore;Quincy Adams;Lake Tahoe Blvd.;25/12/2001;96216;ID
2935;George;Tyler;Katella Avenue;08/08/1998;59570;LA
2936;Jimmy;Adams;Steele Lane;15/04/2004;72317;TX
2937;Zachary;Quincy Adams;Burnett Road;09/12/1998;98633;NM
2938;Richard;Johnson;S Rustle St;19/12/1999;49125;RI
2939;Warren;Kennedy;East 1st Street;17/01/1998;10302;LA
2940;Harry;Garfield;North Atherton Street;20/06/2002;64973;CT
2941;Lyndon;Kennedy;East Main Street;28/11/2002;10159;WV
2942;Millard;Monroe;Lawrenceville Suwanee;02/12/2000;44129;NM
2943;Benjamin;Garfield;Harry S Truman Blvd;16/11/1998;29023;NC
2944;George;Johnson;Pacific Hwy S;03/09/2000;20736;MS
2945;George;Harrison;South Roosevelt Drive;04/01/2002;32530;ID
2946;Herbert;Harrison;Santa Rosa South;09/06/2006;14007;CO
2947;William;Garfield;North Ventu Park Road;23/01/2000;81953;IL
2948;Jimmy;Johnson;San Diego Freeway;01/02/2002;94664;OH
2949;Zachary;Garfield;East Main Street;24/01/1998;46269;TN
2950;Thomas;Harrison;South Highway;23/01/1999;12647;OR
2951;George;Kennedy;Pacific Hwy S;25/07/2006;45486;GA
2952;John;Ford;Bailard Avenue;28/05/2000;96048;AR
2953;Warren;Carter;San Marcos;17/06/1999;95205;IA
2954;Jimmy;Wilson;Harbor Dr;05/06/2006;91307;AL
2955;Ulysses;Hoover;Apalachee Parkway;22/06/2003;32445;ND
2956;John;Harding;Bowles Avenue;25/12/1998;84666;KY
2957;Zachary;Adams;Harbor Dr;03/04/2004;82713;CO
2958;Ulysses;Johnson;Redwood Highway;20/05/2003;84853;CT
2959;Gerald;Madison;North Ventu Park Road;08/02/2002;88325;NH
2960;Benjamin;Johnson;Santa Monica Road;10/12/2002;67036;GA
2961;Harry;Jackson;124th;29/04/2001;97976;VA
2962;Warren;Lincoln;East Main Street;12/02/2003;28012;NC
2963;Ronald;Reagan;Tanger Blvd;02/03/2005;67552;MO
2964;Rutherford;McKinley;North Ventu Park Road;24/04/2002;52663;WA
2965;Benjamin;Tyler;Lindbergh Blvd;22/06/1998;22216;NJ
2966;Gerald;Clinton;Santa Ana Freeway;10/04/2004;31632;MA
2967;Martin;Polk;El Camino Real;06/11/1998;49721;NM
2968;Grover;Pierce;Santa Rosa South;22/02/2000;20291;AR
2969;Gerald;Madison;Westside Freeway;21/07/2005;34974;AR
2970;Abraham;McKinley;East Fry Blvd.;04/02/2001;68920;PA
2971;Theodore;Cleveland;W. Russell St.;14/12/1998;35862;VT
2972;Millard;Fillmore;Richmond Hill;22/08/2004;64154;TX
2973;Theodore;Washington;East Fry Blvd.;12/08/1999;40322;LA
2974;Benjamin;McKinley;Apalachee Parkway;12/07/2002;31692;NY
2975;Ulysses;Lincoln;Katella Avenue;14/01/1998;94669;WV
2976;Rutherford;Harrison;Fairview Avenue;14/04/2003;90225;VA
2977;Dwight;Johnson;Katella Avenue;29/12/2006;83147;KS
2978;John;Garfield;French Camp Turnpike Road;12/05/2006;56637;MA
2979;Ulysses;Polk;Monroe Street;09/07/2002;58771;VA
2980;Franklin;Nixon;15th;12/12/1999;52457;PA
2981;Warren;Arthur;Newbury Road;25/06/2005;45381;SC
2982;Rutherford;Coolidge;North Erringer Road;06/05/2000;41547;MS
2983;Herbert;Carter;East Calle Primera;28/10/2006;30970;KS
2984;Warren;Hoover;East Calle Primera;14/01/1998;99053;AK
2985;George;Monroe;East 1st Street;30/05/2006;62254;HI
2986;Grover;Jefferson;Carpinteria North;27/04/1999;61586;AZ
2987;Lyndon;Nixon;Timberlane Drive;27/06/2003;80494;AK
2988;Ronald;Adams;Grandview Drive;09/08/2001;88695;WV
2989;Woodrow;Nixon;Santa Rosa North;18/10/2001;38556;ME
2990;Woodrow;Wilson;North Preisker Lane;30/04/2001;65528;TN
2991;Warren;Harrison;Jones Road;14/04/2002;29245;WI
2992;Calvin;Monroe;San Luis Obispo North;26/06/1998;96809;UT
2993;Jimmy;Nixon;East 1st Street;18/06/2001;64866;IL
2994;Dwight;Hoover;E Fowler Avenue;08/10/2006;22008;CO
2995;Thomas;Johnson;Pacific Hwy S;13/05/2004;48051;NY
2996;James;Johnson;Santa Ana Freeway;26/05/2006;21804;IL
2997;Martin;Johnson;Grandview Drive;02/03/1998;23823;MA
2998;Warren;Buchanan;East Calle Primera;29/06/2001;65775;VA
2999;Benjamin;Kennedy;South Highway;18/05/2003;82922;OK
3000;Zachary;Harding;Harry S Truman Blvd;11/02/2002;91335;MA
3001;Franklin;Reagan;Bowles Avenue;19/09/2004;96367;NY
3002;Andrew;Nixon;Monroe Street;08/12/2002;13944;NV
3003;Bill;Garfield;Carpinteria South;31/07/2004;91283;PA
3004;Rutherford;Washington;Cabrillo Highway;12/07/2003;18539;KS
3005;Abraham;Harding;South Roosevelt Drive;12/02/2001;97976;AZ
3006;Jimmy;Jefferson;East Calle Primera;04/04/1998;52240;WI
3007;Thomas;Ford;North Ventu Park Road;26/12/1998;98243;MD
3008;Calvin;Jefferson;San Marcos;29/10/1998;48290;VT
3009;Lyndon;Tyler;East Fry Blvd.;31/08/1998;74946;MA
3010;Franklin;Wilson;Richmond Hill;10/06/1999;71254;VT
3011;Benjamin;Van Buren;Santa Ana Freeway;16/06/2000;72837;WV
3012;Ulysses;Washington;Burnett Road;01/08/2001;23458;AR
3013;Calvin;Washington;Pacific Hwy S;30/01/2005;90615;CO
3014;Abraham;Taylor;Erringer Road;10/06/1999;82691;MD
3015;Abraham;Taylor;Santa Rosa North;17/11/2001;74267;PA
3016;Grover;Roosevelt;N Harrison St;29/11/2006;71145;KY
3017;James;Ford;Santa Monica Road;03/09/1998;11620;CO
3018;Bill;Carter;Moreno Drive;20/04/2000;95614;GA
3019;Martin;Johnson;Katella Avenue;27/03/2003;38172;WA
3020;Lyndon;Harrison;Bowles Avenue;28/07/2001;28940;LA
3021;Franklin;Nixon;Camelback Rd;25/05/2001;14152;DE
3022;Calvin;McKinley;French Camp Turnpike Road;11/04/2005;82705;ME
3023;Chester;Fillmore;Lawrenceville Suwanee;04/10/2003;12859;PA
3024;James;Madison;Corona Del Mar;02/02/2001;41176;SC
3025;James;Polk;Grandview Drive;14/01/1999;10205;PA
3026;Dwight;McKinley;East Calle Primera;17/12/2001;36504;KY
3027;Herbert;Harding;Santa Rosa South;18/01/2003;35562;DE
3028;Millard;Polk;Carpinteria North;25/11/2005;75171;VA
3029;Bill;Jefferson;Calle Real;19/04/2005;63819;NM
3030;Rutherford;Reagan;15th;29/05/1999;25674;AL
3031;Ulysses;Tyler;El Camino Real;17/03/2002;98699;SD
3032;Theodore;Eisenhower;Carpinteria Avenue;20/06/2002;67483;ND
3033;Thomas;Truman;San Luis Obispo North;15/12/1999;87336;NE
3034;Ulysses;Grant;Woodson Rd.;03/04/2002;71227;NE
3035;Gerald;Buchanan;Steele Lane;12/12/2004;26100;AL
3036;Zachary;Madison;North Ventu Park Road;23/05/2000;70153;NM
3037;Lyndon;Ford;Corona Del Mar;10/12/2001;77651;SC
3038;Theodore;Adams;Woodson Rd.;13/11/2002;22801;MN
3039;Rutherford;Wilson;Santa Ana Freeway;25/09/2000;69280;WA
3040;Millard;Truman;Carpinteria Avenue;25/07/2006;36968;ND
3041;William;Jefferson;East Calle Primera;11/07/1998;82461;GA
3042;Franklin;Roosevelt;124th;07/06/2000;64891;GA
3043;Richard;Grant;Burnett Road;21/11/2001;63677;VA
3044;Bill;Washington;Jean de la Fontaine;08/04/1999;59699;SC
3045;Theodore;Hayes;El Camino Real;19/05/2000;76503;TN
3046;Benjamin;Washington;Erringer Road;10/02/2002;53105;DE
3047;Harry;Harding;Santa Monica Road;28/09/1999;24908;IN
3048;Richard;Harding;San Luis Obispo North;22/04/2001;64355;MT
3049;Rutherford;Jackson;Bayshore Freeway;02/10/2006;17830;DE
3050;Benjamin;Coolidge;East Main Street;22/02/2006;20415;ND
3051;Ronald;Johnson;Via Real;23/09/2001;25010;NC
3052;Martin;Coolidge;Fairview Avenue;25/02/2000;47433;SC
3053;John;Fillmore;Redwood Highway;28/07/2006;84040;AR
3054;Lyndon;Tyler;Steele Lane;29/12/2002;53410;IA
3055;Gerald;Washington;Santa Monica Road;16/07/2005;68700;NE
3056;Dwight;Fillmore;Padre Boulevard;11/01/2003;42171;AZ
3057;Dwight;Madison;N Kentwood;24/07/2006;98526;CT
3058;Theodore;Taft;S Rustle St;14/06/2003;78538;AL
3059;Warren;Roosevelt;East Calle Primera;25/03/2000;59620;VA
3060;Grover;Coolidge;Lawrenceville Suwanee;30/01/2002;84793;MD
3061;William;Eisenhower;S Rustle St;21/05/2005;36735;MD
3062;Lyndon;Taft;San Diego Freeway;11/10/2003;98361;OK
3063;John;Fillmore;Erringer Road;09/05/2003;36584;ND
3064;Martin;Kennedy;Camelback Rd;20/06/2002;90764;RI
3065;Jimmy;Tyler;Santa Rosa South;08/10/2003;82419;ID
3066;Woodrow;Johnson;N Kentwood;24/10/2004;67805;MA
3067;Gerald;Kennedy;N Kentwood;27/01/1999;49842;AL
3068;Andrew;Arthur;San Marcos;01/07/2005;91033;ND
3069;Grover;Lincoln;Woodson Rd.;07/08/2005;53879;MA
3070;Franklin;Wilson;Jones Road;16/02/2004;40410;AL
3071;William;Washington;Cerrillos Road;21/04/2002;37309;NC
3072;Millard;McKinley;Carpinteria South;07/10/2000;18286;CA
3073;Harry;Clinton;South Roosevelt Drive;04/02/2001;90217;TX
3074;Ronald;Hoover;Santa Rosa North;09/02/2006;44577;AL
3075;Chester;Washington;Lawrenceville Suwanee;29/10/2005;60828;UT
3076;Herbert;Nixon;Bayshore Freeway;04/04/2003;33208;AL
3077;Chester;Pierce;San Simeon;21/11/2003;77580;NH
3078;Abraham;Taft;Monroe Street;14/02/2005;49823;AZ
3079;Herbert;Carter;Carpinteria Avenue;04/06/1999;92423;KS
3080;Woodrow;Harrison;Carpinteria North;25/06/2000;40712;ME
3081;Warren;Hoover;Bowles Avenue;07/03/1998;65421;ID
3082;Benjamin;Truman;North Atherton Street;12/08/2004;23027;TX
3083;Zachary;Hoover;Cabrillo Highway;25/12/2006;70540;CT
3084;Rutherford;Jefferson;San Marcos;09/08/1998;16204;NJ
3085;William;Hoover;Hutchinson Rd;03/11/2002;52742;AL
3086;Ulysses;Coolidge;San Marcos;30/03/2000;74679;KY
3087;Ronald;Pierce;120th;25/08/2006;46299;KY
3088;Franklin;Harrison;Bowles Avenue;25/07/2005;61823;SC
3089;Calvin;Adams;N Kentwood;23/07/2000;44351;TX
3090;Gerald;Jackson;Jones Road;04/01/1999;65138;NE
3091;Woodrow;Van Buren;El Camino Real;06/12/2003;59749;AR
3092;Chester;McKinley;Bailard Avenue;14/03/2005;12702;ID
3093;Ronald;Jackson;San Diego Freeway;12/12/2001;17102;MN
3094;Richard;Eisenhower;N Kentwood;16/05/2002;20868;MT
3095;George;Garfield;Bowles Avenue;29/10/2005;16113;GA
3096;Woodrow;Hayes;Tanger Blvd;20/05/2003;33208;MD
3097;Grover;Carter;North Ventu Park Road;05/09/2001;66146;RI
3098;Herbert;Wilson;Santa Ana Freeway;21/05/1998;10705;MS
3099;Lyndon;Carter;E Fowler Avenue;19/12/2003;12043;NJ
3100;Bill;Reagan;East Main Street;12/02/2002;43203;TN
3101;Ronald;McKinley;East Main Street;10/08/2006;11192;LA
3102;Thomas;Carter;Lawrenceville Suwanee;22/10/1998;22096;ME
3103;Abraham;McKinley;North Ventu Park Road;16/09/2002;31860;CT
3104;Franklin;Adams;Apalachee Parkway;13/09/2000;44280;IL
3105;Theodore;Kennedy;Bayshore Freeway;22/11/2000;82749;UT
3106;Gerald;Quincy Adams;El Camino Real;28/03/2004;17344;AK
3107;Ronald;Reagan;North Erringer Road;16/04/2002;93821;KS
3108;Lyndon;Johnson;Lake Tahoe Blvd.;27/10/2005;86023;GA
3109;Harry;Hayes;Santa Rosa South;15/02/2001;78371;MI
3110;Dwight;Carter;Harbor Dr;30/03/2005;79879;NH
3111;John;Roosevelt;East 1st Street;12/12/1999;36345;PA
3112;Thomas;Truman;Newbury Road;13/09/2005;52253;IL
3113;Calvin;Garfield;Hutchinson Rd;16/06/2003;48916;MT
3114;Harry;Coolidge;Corona Del Mar;22/06/2001;20475;OR
3115;Calvin;Carter;Carpinteria North;07/01/2000;24293;HI
3116;James;Hayes;Lawrenceville Suwanee;15/03/1998;77286;FL
3117;Woodrow;McKinley;S Rustle St;19/09/2002;84798;NH
3118;Abraham;Roosevelt;124th;16/10/2002;63542;VA
3119;Harry;Johnson;Bailard Avenue;06/02/2006;65187;NH
3120;Thomas;Pierce;Santa Rosa North;17/12/2000;62163;IL
3121;Dwight;Taylor;Newbury Road;16/07/2002;12222;OH
3122;Theodore;Carter;Santa Ana Freeway;26/05/2003;93332;IA
3123;Abraham;Pierce;Santa Rosa North;28/02/2004;65484;ME
3124;Dwight;Quincy Adams;N Kentwood;14/07/1998;90928;FL
3125;Ronald;Johnson;Castillo Drive;29/06/1998;79450;AR
3126;Rutherford;Hoover;Cerrillos Road;16/12/2000;70227;MA
3127;Ronald;Jefferson;East 1st Street;26/08/1999;66813;MS
3128;Martin;Clinton;N Harrison St;22/06/2006;36853;PA
3129;Zachary;Hoover;Bayshore Freeway;15/03/2006;23046;MT
3130;Thomas;Arthur;North Erringer Road;22/09/2006;86962;MO
3131;Zachary;Polk;Grandview Drive;23/08/2000;32231;KY
3132;Zachary;Johnson;North Preisker Lane;05/07/2000;68703;AL
3133;James;Quincy Adams;San Ysidro Blvd;25/06/1999;24120;OR
3134;Theodore;Clinton;French Camp Turnpike Road;31/08/2001;64891;MD
3135;Harry;Eisenhower;Katella Avenue;17/12/2000;82469;TN
3136;Woodrow;Kennedy;Hutchinson Rd;19/08/1998;76978;SC
3137;Bill;Van Buren;El Camino Real;07/06/2001;44588;LA
3138;Dwight;Taylor;124th;31/07/2000;80228;NM
3139;Theodore;Adams;North Erringer Road;18/04/1999;12183;MD
3140;Warren;Truman;Redwood Highway;26/03/1999;90170;WI
